,reward,ma_reward,avg_q,avg_loss
0,1849.8893,1849.8893,0.048124872,14.518656730651855
1,1809.6818,1845.8684,0.13764401,9.596400532722473
2,2008.9324,1862.1747,0.35375762,10.368131265640258
3,2361.7563,1912.1328,0.5507302,9.480939376354218
4,2093.503,1930.2698,0.79136,10.107208020687104
5,2260.9495,1963.3378,1.0375662,10.723003470897675
6,2220.1648,1989.0204,1.1477172,10.280829162597657
7,2032.2925,1993.3475,1.4143927,11.166455762386322
8,1912.8746,1985.3002,1.5613636,10.68766773223877
9,2329.3394,2019.7041,1.6245173,10.165651676654816
10,1747.2878,1992.4624,1.7085994,11.027825350761413
11,1881.1285,1981.3289,1.7462746,11.235950536727906
12,2076.7085,1990.8668,1.8741099,10.229074113368988
13,2418.118,2033.5919,2.006286,10.934771010875702
14,2302.387,2060.4714,2.2294805,10.097510557174683
15,1929.0798,2047.3322,2.1741636,11.580502128601074
16,1994.4996,2042.0488,2.2420826,10.532866642475128
17,2475.1335,2085.3572,2.231042,10.242856626510621
18,2001.0828,2076.9297,2.2979639,10.76848821401596
19,1747.3097,2043.9677,2.3326101,10.95336440563202
20,2586.7244,2098.2432,2.3042169,11.330055458545685
21,2043.0999,2092.7288,2.2999346,10.653357706069947
22,2473.9456,2130.8503,2.3928204,10.908155779838562
23,2311.9294,2148.9583,2.399868,10.054177150726318
24,2094.705,2143.533,2.4153478,10.467496433258056
25,2261.524,2155.332,2.4399173,10.986592378616333
26,2467.3682,2186.5356,2.409099,10.419303150177003
27,2288.5168,2196.734,2.4569416,11.128478059768677
28,2235.7227,2200.6328,2.5224545,10.197855763435363
29,2065.3037,2187.0999,2.6054528,10.23099103450775
30,2364.139,2204.8037,2.5400841,9.530221633911133
31,2533.9673,2237.72,2.581897,10.623606333732605
32,2824.4546,2296.3933,2.5766969,10.919409275054932
33,2419.3726,2308.6912,2.7153091,10.418819084167481
34,2428.3535,2320.6575,2.9024734,11.35406298160553
35,2362.3738,2324.8289,2.8764048,10.556208856105805
36,2587.3955,2351.0854,2.928614,10.174574513435363
37,2214.1687,2337.3936,2.9211113,11.054200713634492
38,2694.7896,2373.133,2.8284357,10.826319444179536
39,2449.9285,2380.8125,2.8862267,11.150990223884582
40,2494.3477,2392.166,2.9708307,10.717290706634522
41,2814.8171,2434.4312,3.0983002,10.623052005767823
42,2566.4036,2447.6284,3.1024826,10.384348821640014
43,2397.1565,2442.581,3.1251593,10.165121834278107
44,2469.7734,2445.3003,3.095735,10.791068153381348
45,2748.2075,2475.591,3.0233693,11.260530161857606
46,2613.1565,2489.3477,3.155788,10.180978071689605
47,2575.976,2498.0105,3.1787143,10.091430401802063
48,2966.0095,2544.8105,3.2300866,10.416133928298951
49,3255.8633,2615.9158,3.231957,10.908282825946808
50,3363.2957,2690.6538,3.2129705,10.262359125614166
51,2970.2017,2718.6086,3.3312082,10.420351886749268
52,2805.2153,2727.2693,3.3571572,10.267456784248353
53,3068.0244,2761.3447,3.2918122,11.203998675346375
54,2698.952,2755.1055,3.3402126,11.191846697330474
55,2522.5098,2731.846,3.483479,9.78457263469696
56,2555.591,2714.2205,3.4747176,10.402086448669433
57,2907.8062,2733.5789,3.747398,10.44064718723297
58,3227.6753,2782.9885,3.931329,10.69231209039688
59,2840.5464,2788.7444,3.9283912,10.580840244293213
60,2981.0076,2807.9707,4.1505947,10.425705544948578
61,3211.4485,2848.3184,4.193962,10.632327699661255
62,2729.0317,2836.3896,4.3111963,10.540072989463805
63,3266.026,2879.3533,4.3848534,10.558050513267517
64,2909.0117,2882.319,4.473669,10.029929702281953
65,2676.7517,2861.7622,4.572504,10.518720436096192
66,3402.2866,2915.8147,4.4159904,9.935677940845489
67,3080.606,2932.2937,4.629839,10.513065755367279
68,3218.677,2960.932,4.8009667,11.024246623516083
69,3078.2126,2972.66,4.968099,10.175291142463685
70,2685.1836,2943.912,5.297279,9.99838933467865
71,3192.2742,2968.748,5.540614,10.609953999519348
72,3310.4712,3002.9204,5.6880493,10.614071938991547
73,3007.5095,3003.3794,5.64544,9.623291656970977
74,2623.9792,2965.4395,5.8886466,10.662240076065064
75,3135.174,2982.4128,6.2976108,10.147138288021088
76,2960.5808,2980.2295,6.412493,11.397417645454407
77,2979.8499,2980.1914,6.739595,9.785217576026916
78,3333.2668,3015.4988,7.0108166,10.80753538608551
79,2703.7654,2984.3252,7.47184,10.551232368946076
80,3365.6816,3022.4607,8.0548935,10.37529405117035
81,3134.628,3033.6775,8.4170065,10.750696449279785
82,3264.8499,3056.7944,8.609612,10.43914154291153
83,3109.4424,3062.0593,8.96784,10.944652824401855
84,2793.7622,3035.2295,9.02261,10.532334275245667
85,3197.0352,3051.4102,9.508471,9.769097061157227
86,3015.7659,3047.8457,9.31207,9.371972460746765
87,3223.4304,3065.404,9.722502,10.33450525045395
88,3025.362,3061.3997,9.950676,10.49949149608612
89,3221.0466,3077.3643,9.626135,10.46534212589264
90,3082.4233,3077.87,10.027561,10.176942961215973
91,3048.1865,3074.9016,9.830577,10.652666635513306
92,2617.9773,3029.209,10.079258,9.843430013656617
93,2563.3198,2982.62,10.178836,9.851522266864777
94,2949.2063,2979.2788,10.226087,10.628359637260438
95,3343.4329,3015.694,10.109994,9.772154426574707
96,2979.7783,3012.1023,10.742809,10.222049446105958
97,2707.9194,2981.684,10.695801,9.740351181030274
98,3091.9758,2992.7131,10.685756,10.053619616031646
99,3086.576,3002.099,10.742402,10.039495961666107
100,3417.2246,3043.6116,11.139323,9.671167707443237
101,3275.01,3066.7512,10.820334,9.618371386528015
102,3201.1777,3080.1936,11.680044,10.037514321804046
103,3234.245,3095.5986,11.257302,10.153625888824463
104,3035.6125,3089.5999,11.2493105,9.743822000026704
105,3200.6008,3100.7,10.948006,10.344653809070588
106,2953.4382,3085.9736,10.535976,10.39533623933792
107,2869.941,3064.3704,10.400428,9.591896228790283
108,3022.9978,3060.2332,10.297661,10.346379289627075
109,2782.3706,3032.4468,10.266205,9.460831327438354
110,3389.0383,3068.106,10.162338,10.061098306179046
111,3419.0598,3103.2014,10.524965,9.89087759256363
112,3096.8057,3102.5618,10.482293,9.824695844650268
113,2966.5813,3088.9636,10.440548,9.525987725257874
114,3366.2336,3116.6904,10.684031,10.850805873870849
115,3197.626,3124.784,10.550632,9.28343523979187
116,2801.562,3092.4617,10.712786,9.623382992744446
117,3289.4197,3112.1572,10.8229,10.3794566655159
118,3147.7742,3115.7188,10.410942,9.893908290863036
119,3078.7546,3112.0222,10.672648,9.252895741462707
120,3003.1611,3101.136,10.614785,9.52451670885086
121,3134.6233,3104.4846,10.007519,9.632162683010101
122,3021.7664,3096.213,9.996985,9.225763182640076
123,2812.3328,3067.8247,10.2660475,9.59607411146164
124,3156.208,3076.663,10.323179,9.319387884140015
125,3313.3894,3100.3354,10.329004,9.806717927455901
126,2959.3535,3086.237,10.01187,9.97011846780777
127,2452.9314,3022.9065,9.838248,9.399004921913146
128,3086.6072,3029.2764,9.875595,10.0381086063385
129,3066.774,3033.0261,9.282845,9.979060688018798
130,2934.136,3023.137,9.288794,9.737943875789643
131,3245.6216,3045.3855,9.157806,9.672479240894317
132,3363.238,3077.1707,9.378918,9.469004516601563
133,3275.6284,3097.0164,9.564294,8.947733967304229
134,3248.6497,3112.1797,9.384955,9.25389554977417
135,3011.6067,3102.1223,9.310549,9.18199209690094
136,3324.2395,3124.334,9.116731,9.299997975826264
137,2885.5552,3100.4558,9.535883,9.315707442760468
138,3079.3506,3098.3452,9.318018,9.078228757381439
139,2986.3494,3087.1455,9.37302,9.160275235176087
140,3076.9404,3086.125,9.156972,9.593770854473114
141,3086.5662,3086.169,9.310848,9.500231719017028
142,2928.1826,3070.3704,9.024512,9.363768656253814
143,3252.2283,3088.5562,9.308204,9.906347074508666
144,3105.15,3090.2153,9.151686,9.353922250270843
145,3123.1968,3093.5132,8.465123,9.066694819927216
146,2932.988,3077.4607,8.753758,9.074512860774995
147,3513.2507,3121.0396,8.466896,9.309468841552734
148,3330.835,3142.019,8.631135,9.468469929695129
149,3320.0178,3159.8188,8.890357,9.078303468227386
150,3031.9988,3147.0369,9.05985,8.572124435901642
151,2721.7656,3104.5095,9.078857,9.454981842041015
152,3238.997,3117.9583,9.478566,9.033996846675873
153,2866.396,3092.802,9.251653,9.492830715179444
154,3079.974,3091.519,8.741733,9.060981760025024
155,3015.7322,3083.9402,9.2467165,9.867531862258911
156,3149.0464,3090.4507,8.725152,9.228884932994843
157,3176.5974,3099.0652,8.934044,8.489143714904785
158,3200.5862,3109.2173,8.757541,9.020643644332885
159,3129.7598,3111.2715,8.788129,9.16236708164215
160,3038.5632,3104.0005,8.818855,8.795730094909668
161,3280.4414,3121.6445,9.106656,8.726118531227112
162,3324.7947,3141.9595,9.107838,8.919757785797119
163,2756.5217,3103.4155,9.181968,9.057521939277649
164,3032.5635,3096.3303,9.108229,8.64429247379303
165,3130.9966,3099.7969,9.063348,8.419823484420776
166,3152.5698,3105.0742,9.451842,9.175509977340699
167,2877.13,3082.2795,9.009037,8.915566999912262
168,2590.9084,3033.1423,8.714181,8.530043370723725
169,3306.2334,3060.4514,9.230043,9.0098508310318
170,2682.7334,3022.6797,9.213153,8.473331954479217
171,2860.367,3006.4482,9.411213,8.768922610282898
172,3224.0325,3028.2068,9.479841,8.86389684677124
173,2890.3494,3014.421,9.472222,8.889564864635467
174,2983.3442,3011.3132,9.90799,8.786697251796722
175,3142.3743,3024.4194,9.309615,9.714827516078948
176,3407.0183,3062.6794,8.90058,9.054239382743836
177,2848.3286,3041.2441,9.00124,8.639931874275208
178,3369.26,3074.0457,9.075918,8.828176226615906
179,3199.3855,3086.5796,8.88814,8.428785090446473
180,3267.8132,3104.703,8.821955,9.05974534034729
181,3047.5972,3098.9922,9.000594,9.158493440151215
182,3429.8328,3132.0762,9.238394,8.638277144432069
183,2701.397,3089.008,9.104537,8.878103060722351
184,3206.0078,3100.708,9.440444,8.640314786434173
185,3158.5754,3106.4946,9.530371,9.211980454921722
