,reward,ma_reward,avg_q,avg_loss
0,3141.214,3141.214,-0.0061696544,10.575605392456055
1,3569.3113,3184.0237,0.18271144,15.197156691551209
2,3946.2202,3260.2434,0.41575792,16.76846324443817
3,3735.2815,3307.747,0.6530713,17.15041193008423
4,3014.2732,3278.3994,0.82998925,16.82628182888031
5,3487.322,3299.2915,0.9836577,18.10233839035034
6,4307.438,3400.1062,1.2822928,17.236475973129274
7,3322.285,3392.324,1.5589287,18.20925847530365
8,3320.2158,3385.113,1.6197349,16.695692505836487
9,3219.2173,3368.5232,1.6391611,17.22157651901245
10,3413.258,3372.9966,1.8030359,18.37780375957489
11,3688.2966,3404.5264,1.8832293,17.76278911590576
12,3290.309,3393.1047,1.9877018,18.20676863193512
13,3465.2686,3400.321,2.1385665,17.246603064537048
14,3719.2524,3432.214,2.0140417,18.144834518432617
15,3658.2883,3454.8215,2.0496182,18.333790202140808
16,3407.2441,3450.0637,2.0733736,16.990515031814574
17,3519.2795,3456.9854,2.1910746,17.230787062644957
18,3970.4243,3508.329,2.1738546,17.06318172931671
19,3681.3103,3525.6272,2.2295108,17.799958510398866
20,4559.5454,3629.019,2.2823021,17.717868084907533
21,3563.326,3622.4495,2.3368778,17.733997769355774
22,4023.3762,3662.542,2.550351,18.28159960269928
23,3616.3982,3657.9275,2.6483047,17.741387057304383
24,3892.3198,3681.3667,2.7316177,17.163079452514648
25,3614.2627,3674.6562,2.7814312,17.31085233449936
26,3859.3137,3693.1218,2.957807,18.52602116584778
27,3841.3875,3707.9482,3.2326422,19.192276544570923
28,4592.404,3796.3938,3.2347486,18.670656714439392
29,3698.3032,3786.5847,3.2425458,18.34634410381317
30,3818.3364,3789.76,3.2576587,17.671221022605895
31,3866.379,3797.4219,3.2717676,19.221307888031006
32,3811.3525,3798.815,3.275502,18.394381079673767
33,4610.362,3879.9695,3.3340533,17.946314120292662
34,3537.3252,3845.7048,3.321644,17.31254391670227
35,5108.6426,3971.9985,3.4901423,18.62046006679535
36,4702.4688,4045.0454,3.4486215,18.121931195259094
